prod_id,prod_name,customer_review,customer_rating,cleaned_review,is_fake
itm6492423f46c95,BOAT AIRDOPES 219 40H BATTERY FREE MUSIC STREAMING BEST SEGMENT CALLING BLUETOOTH,Value-for-money,4.0,valueformoney,1
itm6492423f46c95,BOAT AIRDOPES 219 40H BATTERY FREE MUSIC STREAMING BEST SEGMENT CALLING BLUETOOTH,Worth every penny,5.0,worth every penny,0
itm6492423f46c95,BOAT AIRDOPES 219 40H BATTERY FREE MUSIC STREAMING BEST SEGMENT CALLING BLUETOOTH,Wonderful,5.0,wonderful,0
